city,st,state,lat,lon,county,zip,bad_lat,bad_lon,distance_miles,geocode_flag
Wheeler,TX,Texas,35.44528,-100.27083,Wheeler,79096,35.5132335858128,-100.19736223825448,6.253873752249374,Review
White Deer,TX,Texas,35.43111,-101.17583,Carson,79097,37.153875269383676,-98.27696967536542,200.7094209337808,Bad
Whiteface,TX,Texas,33.6,-102.61389,Cochran,79379,33.6,-102.61389,0.0,OK
Whitehouse,TX,Texas,32.22333,-95.2175,Smith,75791,32.25899576026815,-95.16456890454046,3.9557076225459014,Review
White Oak,TX,Texas,32.53222,-94.8575,Gregg,75693,32.54578922259094,-94.7782092575923,4.721646814677375,Review
Whitesboro,TX,Texas,33.65972,-96.90611,Grayson,76273,33.65972,-96.90611,0.0,OK
White Settlement,TX,Texas,32.75917,-97.46056,Tarrant,76108,32.75917,-97.46056,0.0,OK
Whitewright,TX,Texas,33.51111,-96.39333,Fannin,75491,36.67228891047437,-93.90033170213496,259.6698873205724,Bad
Whitney,TX,Texas,31.95083,-97.32083,Hill,76692,31.95083,-97.32083,0.0,OK
Wichita Falls,TX,Texas,33.90944,-98.49944,Wichita,76301-11,33.90944,-98.49944,0.0,OK
Wickett,TX,Texas,31.56917,-103.00694,Ward,79788,31.56917,-103.00694,0.0,OK
Willis,TX,Texas,30.42278,-95.47889,Montgomery,"77318, 77378",30.42278,-95.47889,0.0,OK
Willow Park,TX,Texas,32.75389,-97.65,Parker,76087,37.05130446142652,-94.9468495677746,333.6101455696054,Bad
Wills Point,TX,Texas,32.70861,-96.00639,Van Zandt,75169,35.52438161107261,-91.35215076017488,329.8617225447655,Bad
Wilmer,TX,Texas,32.59083,-96.6825,Dallas,75172,32.685793203062616,-96.6380467327344,7.038396984850994,Review
Wilson,TX,Texas,33.31694,-101.72417,Lynn,79381,33.31694,-101.72417,0.0,OK
Wimberley,TX,Texas,29.99556,-98.10083,Hays,78676,29.99556,-98.10083,0.0,OK
Windcrest,TX,Texas,29.51583,-98.37972,Bexar,78239,29.51583,-98.37972,0.0,OK
Windom,TX,Texas,33.56444,-95.99944,Fannin,75492,38.51279796379358,-92.64789436365979,389.31256677157813,Bad
Windthorst,TX,Texas,33.583,-98.433,Archer,76389,36.81604260747829,-96.41363160782917,250.44499797868804,Bad
Winfield,TX,Texas,33.16611,-95.11111,Titus,75493,34.57386240726377,-91.23490763240537,243.03417948089196,Bad
Wink,TX,Texas,31.75444,-103.15417,Winkler,79789,31.75444,-103.15417,0.0,OK
Winnsboro,TX,Texas,32.9575,-95.29,Franklin,75494,33.05529054218353,-95.24383511962658,7.252581285646399,Review
Winona,TX,Texas,32.49083,-95.17111,Smith,75792,32.49083,-95.17111,0.0,OK
Winters,TX,Texas,31.95889,-99.95889,Runnels,79567,31.999015796717444,-99.88638282088995,5.077053864557448,Review
Wixon Valley,TX,Texas,30.76167,-96.32278,Brazos,,30.76167,-96.32278,0.0,OK
Wolfe,TX,Texas,33.36806,-96.07056,Hunt,75496,37.57621620496494,-94.16361689770196,309.3834281219213,Bad
Wolfforth,TX,Texas,33.50389,-102.01194,Lubbock,79382,36.82966652481189,-98.40849607477821,306.8242525872899,Bad
Woodbranch,TX,Texas,30.18444,-95.18944,Montgomery,77357,30.223662586704748,-95.12742327370196,4.589918586676972,Review
Woodcreek,TX,Texas,30.0275,-98.11333,Hays,78676,34.23213603544006,-93.26729146088303,405.6772512314215,Bad
Woodloch,TX,Texas,30.21806,-95.41028,Montgomery,,31.249997448406965,-90.66147841674498,291.3663079518546,Bad
Woodsboro,TX,Texas,28.23778,-97.325,Refugio,78393,28.266467709445372,-97.27000033017286,3.8922758004608187,Review
Woodson,TX,Texas,33.01556,-99.05222,Throckmorton,76491,33.01556,-99.05222,0.0,OK
Woodville,TX,Texas,30.77611,-94.42111,Tyler,"75979, 75990",34.04569301726788,-93.3353429051597,234.05844837930968,Bad
Woodway,TX,Texas,31.50306,-97.22389,McLennan,76712,31.50306,-97.22389,0.0,OK
Wortham,TX,Texas,31.78833,-96.46222,Freestone,76693,32.86666889738395,-91.87868950936901,278.23812167817675,Bad
Wylie,TX,Texas,33.01861,-96.52889,Collin,75098,33.10502727013963,-96.47690551937711,6.67574767341354,Review
Yantis,TX,Texas,32.93194,-95.57528,Wood,75497,36.80205499737012,-91.27529520496488,361.65301656339966,Bad
Yoakum,TX,Texas,29.29111,-97.14722,DeWitt,77995,29.357355166604986,-97.07384571585007,6.358373482253158,Review
York,TX,Texas,0.0,0.0,,,0.09764961721694475,0.09580527890083446,9.430293808684171,Review
Zavalla,TX,Texas,31.15722,-94.41778,Angelina,75980,31.15722,-94.41778,0.0,OK
Alpine,UT,Utah,40.45639,-111.77361,Utah,84004,40.532295855631844,-111.69492583335587,6.679122745195232,Review
Alta,UT,Utah,40.58083,-111.63722,Salt Lake,84092,40.596448573264915,-111.61956317091203,1.4227058841415743,Review
Altamont,UT,Utah,40.35972,-110.28694,Duchesne,84001,44.86636587539129,-108.82121671308657,319.9059175381552,Bad
Alton,UT,Utah,37.43778,-112.48278,Kane,84710,37.48886547374228,-112.38397306428215,6.474113944895718,Review
Amalga,UT,Utah,41.86361,-111.89306,Cache,84335,41.91691343445072,-111.79675418193914,6.180545275211701,Review
American Fork,UT,Utah,40.38417,-111.79194,Utah,84003,40.42966387299809,-111.77147753990056,3.319378470263351,Review
Annabella,UT,Utah,38.70778,-112.05833,Sevier,84711,40.252970262974415,-108.04904357290252,239.35246411562161,Bad
Antimony,UT,Utah,38.09583,-111.97306,Garfield,84712,41.217912055356514,-110.53544669692958,228.61744176997516,Bad
Apple Valley,UT,Utah,37.07583,-113.09083,Washington,84737,37.07583,-113.09083,0.0,OK
Aurora,UT,Utah,38.92111,-111.93639,Sevier,84620,38.92111,-111.93639,0.0,OK
Ballard,UT,Utah,40.295,-109.95833,Uintah,84066,43.1388657747061,-105.28680091834052,311.15333915431415,Bad
Bear River,UT,Utah,41.61528,-112.12556,Box Elder,84301,44.20025259079601,-108.96864936533186,239.75474297681663,Bad
Beaver,UT,Utah,38.27639,-112.63889,Beaver,84713,41.51287506135256,-110.13785918936578,259.82616201398105,Bad
Bicknell,UT,Utah,38.34139,-111.54556,Wayne,84715,38.38049948068542,-111.49454085915085,3.8670140644472197,Review
Big Water,UT,Utah,37.07972,-111.65806,Kane,84741,37.07972,-111.65806,0.0,OK
Blanding,UT,Utah,37.62333,-109.47889,San Juan,84511,39.151443930238436,-107.65914418452533,144.45415604772597,Bad
Bluff,UT,Utah,37.28444,-109.55167,San Juan,84512,39.55986465489412,-105.82132030353485,256.09372619630295,Bad
Bluffdale,UT,Utah,40.47333,-111.94444,Salt Lake,84065,43.46798719989883,-110.25217284724187,224.29598857402647,Bad
Boulder,UT,Utah,37.92444,-111.42611,Garfield,84716,37.99189821917566,-111.34053659662786,6.594149842325192,Review
Bountiful,UT,Utah,40.87972,-111.87167,Davis,"84010, 84011",40.92107925598005,-111.83483473678066,3.444520510622109,Review
Brian Head,UT,Utah,37.69889,-112.84472,Iron,84719,37.69889,-112.84472,0.0,OK
Brigham,UT,Utah,41.51028,-112.015,Box Elder,84302,41.51028,-112.015,0.0,OK
Bryce Canyon,UT,Utah,37.6283,-112.16766,,,37.6283,-112.16766,0.0,OK
Cannonville,UT,Utah,37.56667,-112.05167,Garfield,84718,42.37256199631213,-108.61350350926253,378.402607076085,Bad
Castle Dale,UT,Utah,39.21583,-111.02083,Emery,84513,39.21583,-111.02083,0.0,OK
Castle Valley,UT,Utah,38.63444,-109.41056,Grand,84532,42.22555532958339,-106.62955057837812,287.8781338843616,Bad
Cedar,UT,Utah,0.0,0.0,,,0.057317855925026515,0.07262078327085927,6.3829527794039915,Review
Cedar Fort,UT,Utah,40.32639,-112.10556,Utah,84013,40.32639,-112.10556,0.0,OK
Cedar Highlands,UT,Utah,37.62972,-113.06667,Iron,84720,37.62972,-113.06667,0.0,OK
Cedar Hills,UT,Utah,40.41,-111.7575,Utah,84062,40.47997598661853,-111.7459884444168,4.866261214218699,Review
Centerfield,UT,Utah,39.12556,-111.81806,Sanpete,84622,42.75641060120324,-108.13488637922205,316.02312770378865,Bad
Centerville,UT,Utah,40.92694,-111.88,Davis,84014,41.02013673889061,-111.81671247121437,7.232873527130288,Review
Central Valley,UT,Utah,38.70389,-112.10028,Sevier,84754,38.73110884973091,-112.00920276301741,5.267807218872995,Review
Charleston,UT,Utah,40.46694,-111.46861,Wasatch,84032,40.477619594036625,-111.38897402447884,4.260539721758079,Review
Circleville,UT,Utah,38.17028,-112.27167,Piute,84723,38.24601464009107,-112.25644236769865,5.288933500880158,Review
Clarkston,UT,Utah,41.91889,-112.04944,Cache,84305,41.91889,-112.04944,0.0,OK
Clawson,UT,Utah,39.1325,-111.09944,Emery,84516,41.157249796415215,-107.38754484222959,241.0930005611784,Bad
Clearfield,UT,Utah,41.10639,-112.02417,Davis,"84015, 84016, 84089",41.14456425752657,-111.94481576615631,4.907636588902281,Review
Cleveland,UT,Utah,39.34806,-110.85528,Emery,84518,40.89536212800429,-107.29569863795528,216.6398114014709,Bad
Clinton,UT,Utah,41.13944,-112.05333,Davis,84015,44.32055454445789,-109.14801150133954,264.6746058899308,Bad
Coalville,UT,Utah,40.91722,-111.39833,Summit,84017,41.002579473057956,-111.33116519745873,6.858523358617096,Review
Copperton metro ship,UT,Utah,0.0,0.0,,,2.152133522702442,1.525682153305091,181.65100835626802,Bad
Corinne,UT,Utah,41.54861,-112.11389,Box Elder,84307,46.21962532516846,-107.89592526502452,385.0440315204126,Bad
Cornish,UT,Utah,41.96556,-111.9525,Cache,84308,44.11076491383223,-108.78717029079388,218.18431462681608,Bad
Cottonwood Heights,UT,Utah,40.61722,-111.82028,Salt Lake,,40.63449748284966,-111.72946965305803,4.92083064041262,Review
Daniel,UT,Utah,40.47139,-111.40861,Wasatch,,40.47139,-111.40861,0.0,OK
Delta,UT,Utah,39.35306,-112.57361,Millard,84624,39.42405390435778,-112.53380652408596,5.34103909235017,Review
Deweyville,UT,Utah,41.69222,-112.09139,Box Elder,84309,41.69222,-112.09139,0.0,OK
Draper,UT,Utah,40.51472,-111.87306,Salt Lake,84020,40.53960561202258,-111.85809582860718,1.8892358529651416,Review
Duchesne,UT,Utah,40.16444,-110.40056,Duchesne,84021,40.19840488730229,-110.31798428214464,4.958650012535923,Review
Dutch John,UT,Utah,40.93,-109.38611,Daggett,84023,41.0267080161541,-109.34166229943388,7.066615148231503,Review
Eagle Mountain,UT,Utah,40.30611,-112.00972,Utah,84005,44.23458979496615,-108.52950360961363,324.50195148403816,Bad
East Carbon,UT,Utah,39.5425,-110.41889,Carbon,84520,39.5425,-110.41889,0.0,OK
Elk Ridge,UT,Utah,40.01556,-111.68194,Utah,84651,40.01556,-111.68194,0.0,OK
Elmo,UT,Utah,39.39056,-110.81611,Emery,84521,44.34804344091208,-106.48328292726367,408.54131027146474,Bad
Elsinore,UT,Utah,38.68444,-112.1475,Sevier,84724,41.74984559667719,-109.17761044437529,263.41625855992567,Bad
Elwood,UT,Utah,41.67417,-112.14139,Box Elder,84337,41.73137141363655,-112.06141344400282,5.7178716959496585,Review
Emery,UT,Utah,38.92222,-111.24944,Emery,84522,38.92222,-111.24944,0.0,OK
Emigration Canyon metro ship,UT,Utah,0.0,0.0,,,0.0,0.0,0.0,OK
Enoch,UT,Utah,37.75889,-113.03972,Iron,84721,37.75889,-113.03972,0.0,OK
Enterprise,UT,Utah,37.57111,-113.71806,Washington,84725,37.65999625713282,-113.65084902141386,7.1535626092767925,Review
Ephraim,UT,Utah,39.35806,-111.58389,Sanpete,84627,42.216640573890345,-110.4910738247829,205.40383556588478,Bad
Escalante,UT,Utah,37.77028,-111.60222,Garfield,84726,37.78093586426734,-111.50679591734678,5.275188942464634,Review
Eureka,UT,Utah,39.955,-112.11639,Juab,84628,39.98737942456446,-112.09108094244706,2.606833892837221,Review
Fairfield,UT,Utah,40.26222,-112.09306,Utah,84013,40.26222,-112.09306,0.0,OK
Fairview,UT,Utah,39.62889,-111.43833,Sanpete,84629,39.62889,-111.43833,0.0,OK
Farmington,UT,Utah,40.98667,-111.89917,Davis,84025,42.923587786478585,-108.11214792139617,236.46285351939562,Bad
Farr West,UT,Utah,41.29306,-112.02639,Weber,84404,41.29306,-112.02639,0.0,OK
Fayette,UT,Utah,39.22472,-111.85556,Sanpete,84630,39.27302647892119,-111.77496855615777,5.458141058489805,Review
Ferron,UT,Utah,39.09083,-111.13306,Emery,84523,39.12203701760893,-111.05587110159149,4.6739128005531425,Review
Fielding,UT,Utah,41.81194,-112.11722,Box Elder,84311,41.81194,-112.11722,0.0,OK
Fillmore,UT,Utah,38.967778,-112.33083,Millard,84631,39.97913817058222,-110.29055138953869,129.4854471470065,Bad
Fountain Green,UT,Utah,39.62778,-111.63944,Sanpete,84632,39.681227144722286,-111.5459702510553,6.200136448745437,Review
Francis,UT,Utah,40.61444,-111.27889,Summit,84036,40.629497697903034,-111.21468897099729,3.531768006183085,Review
Fruit Heights,UT,Utah,41.02806,-111.91056,Davis,84037,41.11866950851186,-111.8518308561988,6.9643059866109605,Review
Garden,UT,Utah,41.88972,-111.39556,Rich,,41.9523539406859,-111.37609906704463,4.437653203897091,Review
Garland,UT,Utah,41.73278,-112.16167,Box Elder,84312,46.34004282360917,-108.39310345322633,369.2411074551551,Bad
Genola,UT,Utah,39.99306,-111.83639,Utah,84655,44.015528306732314,-109.97087213881804,293.7393552832307,Bad
Glendale,UT,Utah,37.33194,-112.60139,Kane,84729,41.38595560793006,-109.26574311617244,331.788108883314,Bad
Glenwood,UT,Utah,38.76222,-111.98944,Sevier,84730,42.08591159422686,-107.40951047525866,332.9461380196146,Bad
Goshen,UT,Utah,39.95167,-111.90167,Utah,84633,41.96834690399365,-108.24723503355803,236.41649874078277,Bad
Grantsville,UT,Utah,40.59583,-112.46528,Tooele,84029,40.59583,-112.46528,0.0,OK
Green River,UT,Utah,38.99333,-110.15,Emery,84525,42.109416927744185,-107.22702669867435,264.3412488308693,Bad
Gunnison,UT,Utah,39.15528,-111.81833,Sanpete,84634,39.15528,-111.81833,0.0,OK
Hanksville,UT,Utah,38.37139,-110.71306,Wayne,84734,38.41085198900735,-110.64270037077661,4.690117655413638,Review
Harrisville,UT,Utah,41.28528,-111.98667,Weber,84404,43.691454635441964,-107.5885735141352,279.33288422190327,Bad
Hatch,UT,Utah,37.65083,-112.43556,Garfield,84735,37.65083,-112.43556,0.0,OK
Heber,UT,Utah,40.50667,-111.41222,Wasatch,84032,40.55579529159882,-111.33308518898794,5.37099232959825,Review
Helper,UT,Utah,39.68861,-110.8575,Carbon,84526,44.56420444134069,-107.53223443819861,377.3113262997817,Bad
Henefer,UT,Utah,41.01611,-111.49833,Summit,84033,41.033888805526125,-111.4694131293972,1.946486202179294,Review
Henrieville,UT,Utah,37.56333,-111.99528,Garfield,84736,37.61003357938279,-111.94556979004851,4.221045550648365,Review
Herriman,UT,Utah,40.50667,-112.03083,Salt Lake,84096,40.53350237819875,-111.94454556486504,4.906183828248199,Review
Hideout,UT,Utah,40.6475,-111.40056,Wasatch,84036,43.18901415997797,-107.94810656669755,249.83299977761934,Bad
Highland,UT,Utah,40.41889,-111.79222,Utah,84003,40.474718100377935,-111.7730119523284,3.9829371410613135,Review
Hildale,UT,Utah,37.00278,-112.98722,Washington,84784,40.192811929316434,-111.68436120957108,231.05649170568373,Bad
Hinckley,UT,Utah,39.32833,-112.67222,Millard,84635,43.315196921834854,-108.74754462729292,342.5247447208025,Bad
Holden,UT,Utah,39.1,-112.26944,Millard,84636,39.1,-112.26944,0.0,OK
Holladay,UT,Utah,40.65639,-111.81944,Salt Lake,"84117, 84121, 84124",40.72244390116451,-111.79862139900331,4.687181739010254,Review
Honeyville,UT,Utah,41.63556,-112.08194,Box Elder,84314,43.79514072512116,-110.10040332796405,179.9708248496731,Bad
Hooper,UT,Utah,41.16722,-112.11778,Weber,84315,41.16722,-112.11778,0.0,OK
Howell,UT,Utah,41.77306,-112.45972,Box Elder,84316,41.77306,-112.45972,0.0,OK
Huntington,UT,Utah,39.32917,-110.96583,Emery,84528,39.32917,-110.96583,0.0,OK
Huntsville,UT,Utah,41.26,-111.77333,Weber,84317,41.28962831419572,-111.72130365972393,3.393641275697312,Review
Hurricane,UT,Utah,37.17417,-113.32611,Washington,84737,37.17417,-113.32611,0.0,OK
Hyde Park,UT,Utah,41.79861,-111.81944,Cache,84318,41.79861,-111.81944,0.0,OK
Hyrum,UT,Utah,41.63333,-111.84722,Cache,84319,46.12644339181615,-107.97893267645655,365.32986962336815,Bad
Independence,UT,Utah,40.39361,-111.29222,Wasatch,84032,40.39361,-111.29222,0.0,OK
Interlaken,UT,Utah,40.54111,-111.47528,Wasatch,84049,40.63053319342753,-111.42648045252729,6.68297786844947,Review
Ivins,UT,Utah,37.1675,-113.68083,Washington,84738,37.1675,-113.68083,0.0,OK
Joseph,UT,Utah,38.62667,-112.21722,Sevier,84739,38.72375614529495,-112.15123812998347,7.587909145784519,Review
Junction,UT,Utah,38.23639,-112.22306,Piute,84740,38.30370004915564,-112.16317971428023,5.6705752041026365,Review
Kamas,UT,Utah,40.64222,-111.2775,Summit,84036,40.64222,-111.2775,0.0,OK
Kanab,UT,Utah,37.03556,-112.53111,Kane,84741,37.03556,-112.53111,0.0,OK
Kanarraville,UT,Utah,37.53639,-113.1825,Iron,84742,37.53639,-113.1825,0.0,OK
Kanosh,UT,Utah,38.80028,-112.43889,Millard,84637,38.80028,-112.43889,0.0,OK
Kaysville,UT,Utah,41.03306,-111.93611,Davis,84037,41.03306,-111.93611,0.0,OK
Kearns metro ship,UT,Utah,0.0,0.0,,,0.0,0.0,0.0,OK
Kingston,UT,Utah,38.2075,-112.18667,Piute,84743,38.2075,-112.18667,0.0,OK
Koosharem,UT,Utah,38.51083,-111.8825,Sevier,84744,38.51083,-111.8825,0.0,OK
Lake,UT,Utah,0.0,0.0,,,0.05207155910791566,0.020301336617511125,3.843434476578365,Review
La Verkin,UT,Utah,37.21361,-113.26667,Washington,84745,39.46658376583765,-110.99929377393758,198.27522692606374,Bad
Layton,UT,Utah,41.07806,-111.95528,Davis,"84040, 84041",45.79685773487442,-109.56671797791981,347.17237051330864,Bad
Leamington,UT,Utah,39.53167,-112.27806,Millard,84638,39.55038895226764,-112.2236243663274,3.181544478788919,Review
Leeds,UT,Utah,37.23944,-113.36083,Washington,84746,40.620083237399726,-110.18079833912662,289.33017554044153,Bad
Lehi,UT,Utah,40.38778,-111.84917,Utah,84043,40.465749861734814,-111.76060416893257,7.124024768117851,Review
Levan,UT,Utah,39.55667,-111.86111,Juab,84639,39.61660284894152,-111.7963742819846,5.388575855023779,Review
Lewiston,UT,Utah,41.96861,-111.86583,Cache,84320,43.25624612312039,-108.85464440048277,177.37832910692777,Bad
Lindon,UT,Utah,40.33861,-111.71611,Utah,84042,40.33861,-111.71611,0.0,OK
Loa,UT,Utah,38.40278,-111.64389,Wayne,84747,38.40278,-111.64389,0.0,OK
Logan,UT,Utah,41.73778,-111.83083,Cache,"84321-84323, 84341",41.73778,-111.83083,0.0,OK
Lyman,UT,Utah,38.39611,-111.58889,Wayne,84749,38.39611,-111.58889,0.0,OK
Lynndyl,UT,Utah,39.5175,-112.37639,Millard,84640,39.58583264603158,-112.34291662555314,5.041742130833313,Review
Magna metro ship,UT,Utah,0.0,0.0,,,1.1942589692557757,3.556008067022798,259.2804485120821,Bad
Manila,UT,Utah,40.9925,-109.71944,Daggett,84046,40.9925,-109.71944,0.0,OK
Manti,UT,Utah,39.26472,-111.63889,Sanpete,84642,39.26472,-111.63889,0.0,OK
Mantua,UT,Utah,41.4975,-111.94222,Box Elder,84324,41.4975,-111.94222,0.0,OK
Mapleton,UT,Utah,40.13306,-111.58056,Utah,84664,40.21180451692175,-111.49366670125119,7.118228843087573,Review
Marriott-Slaterville,UT,Utah,41.26111,-112.02944,Weber,,41.26111,-112.02944,0.0,OK
Marysvale,UT,Utah,38.4475,-112.23278,Piute,84750,38.4475,-112.23278,0.0,OK
Mayfield,UT,Utah,39.11944,-111.70944,Sanpete,84643,39.11944,-111.70944,0.0,OK
Meadow,UT,Utah,38.88667,-112.40667,Millard,84644,38.962753550230495,-112.33435041236856,6.536854141552774,Review
Mendon,UT,Utah,41.70861,-111.975,Cache,84325,41.78217470726045,-111.96210498120885,5.120603674246007,Review
Midvale,UT,Utah,40.61389,-111.88833,Salt Lake,84047,40.646067840630266,-111.8477218384201,3.080115037818497,Review
Midway,UT,Utah,40.51444,-111.47722,Wasatch,84049,40.51444,-111.47722,0.0,OK
Milford,UT,Utah,38.39472,-113.01389,Beaver,84751,43.14804165303654,-111.05351690199218,343.7088165039541,Bad
Millcreek,UT,Utah,40.68611,-111.86389,Salt Lake,"84106, 84107, 84109, 84117, 84124",45.613025115202106,-107.4214967179649,407.3926803637407,Bad
Millville,UT,Utah,41.68417,-111.81778,Cache,84326,41.68417,-111.81778,0.0,OK
Minersville,UT,Utah,38.21333,-112.925,Beaver,84752,38.26020413360293,-112.89238554614809,3.687885557185406,Review
Moab,UT,Utah,38.5725,-109.54972,Grand,84532,38.5725,-109.54972,0.0,OK
Mona,UT,Utah,39.81528,-111.85639,Juab,84645,39.89504233262626,-111.83931441661402,5.5773642604798095,Review
Monroe,UT,Utah,38.62944,-112.12028,Sevier,84754,42.24559840434546,-107.75855139181773,339.2175856191557,Bad
Monticello,UT,Utah,37.86917,-109.34194,San Juan,84535,37.86917,-109.34194,0.0,OK
Morgan,UT,Utah,41.04111,-111.67611,Morgan,84050,42.325669950978124,-107.90851761797782,214.10496385401177,Bad
Moroni,UT,Utah,39.52806,-111.58306,Sanpete,84646,39.52806,-111.58306,0.0,OK
Mount Pleasant,UT,Utah,39.54306,-111.45639,Sanpete,84647,39.54306,-111.45639,0.0,OK
Murray,UT,Utah,40.6525,-111.89333,Salt Lake,"84107, 84117, 84121, 84123",40.747062149692916,-111.86449857035844,6.69835446107488,Review
Myton,UT,Utah,40.19639,-110.06417,Duchesne,84052,42.47423530225128,-105.37591423410962,290.05686928182496,Bad
Naples,UT,Utah,40.43278,-109.49833,Uintah,84078,40.49203038203295,-109.46831885193824,4.383516266375357,Review
Nephi,UT,Utah,39.70917,-111.83139,Juab,84648,42.1452184269948,-107.2230691843403,293.913382452443,Bad
New Harmony,UT,Utah,37.47944,-113.30583,Washington,84757,42.202413244707756,-109.98514948603307,370.55129007893385,Bad
Newton,UT,Utah,41.86111,-111.99,Cache,84327,46.15345168241411,-110.04614789253837,311.75363848467026,Bad
Nibley,UT,Utah,41.66722,-111.84361,Cache,84321,41.66722,-111.84361,0.0,OK
North Logan,UT,Utah,41.77444,-111.81583,Cache,84341,41.785007109811765,-111.72497252946616,4.749858222022028,Review
North Ogden,UT,Utah,41.31,-111.95889,Weber,"84404, 84414",41.31,-111.95889,0.0,OK
North Salt Lake,UT,Utah,40.84583,-111.90694,Davis,84054,40.84583,-111.90694,0.0,OK
Oak,UT,Utah,0.0,0.0,,,0.02169062768440226,0.06285711172447885,4.596196370212866,Review
Oakley,UT,Utah,40.71861,-111.28778,Summit,84055,43.911920221730256,-109.8451835886093,232.4549690440969,Bad
Ogden,UT,Utah,41.22778,-111.96111,Weber,,45.73851573032137,-107.34254521740218,388.2731427496135,Bad
Orangeville,UT,Utah,39.22694,-111.05611,Emery,84537,39.22694,-111.05611,0.0,OK
Orderville,UT,Utah,37.26222,-112.65333,Kane,84758,40.862463389854796,-108.53852246970062,332.5573532320756,Bad
Orem,UT,Utah,40.29889,-111.69639,Utah,,40.29889,-111.69639,0.0,OK
Panguitch,UT,Utah,37.82222,-112.43472,Garfield,84759,37.88009781303018,-112.4022019864657,4.369929630789967,Review
Paradise,UT,Utah,41.5675,-111.83389,Cache,84328,41.5675,-111.83389,0.0,OK
Paragonah,UT,Utah,37.88556,-112.77417,Iron,84760,37.922678769324385,-112.74825916151602,2.9255355903393765,Review
Park,UT,Utah,0.0,0.0,,,3.8790931249698026,4.917741280164124,431.9404272331948,Bad
Parowan,UT,Utah,37.84111,-112.83111,Iron,84761,37.900970649544874,-112.8162160538879,4.208035063903283,Review
Payson,UT,Utah,40.03889,-111.73306,Utah,84651,40.03889,-111.73306,0.0,OK
Perry,UT,Utah,41.46194,-112.03667,Box Elder,84302,43.16929703255904,-108.67415794222033,208.6745116647394,Bad
Plain,UT,Utah,0.0,0.0,,,0.0,0.0,0.0,OK
Pleasant Grove,UT,Utah,40.37028,-111.73139,Utah,84062,44.97936026310813,-109.32787147556675,340.84269616606076,Bad
Pleasant View,UT,Utah,41.32167,-111.99833,Weber,"84404, 84414",41.32167,-111.99833,0.0,OK
Plymouth,UT,Utah,41.87639,-112.14556,Box Elder,84330,41.93038079625861,-112.0778989567961,5.104393330155756,Review
Portage,UT,Utah,41.97667,-112.24083,Box Elder,84331,46.31429222551607,-107.83789670766488,370.82040054544314,Bad
Price,UT,Utah,39.6,-110.80667,Carbon,84501,39.64742955169658,-110.73152885445101,5.174743804032935,Review
Providence,UT,Utah,41.705,-111.81417,Cache,84332,46.04228410977811,-108.85435547824513,333.8847866727527,Bad
Provo,UT,Utah,40.24444,-111.66083,Utah,84601-84606,43.92539968719813,-109.63604346309548,274.53135223827303,Bad
Randolph,UT,Utah,41.66444,-111.18333,Rich,84064,41.66444,-111.18333,0.0,OK
Redmond,UT,Utah,39.00528,-111.86722,Sevier,84652,39.00528,-111.86722,0.0,OK
Richfield,UT,Utah,38.76583,-112.0875,Sevier,84701,40.68211505170935,-107.15366457586589,294.158789727007,Bad
Richmond,UT,Utah,41.91944,-111.81028,Cache,84333,41.91944,-111.81028,0.0,OK
Riverdale,UT,Utah,41.17861,-112.00417,Weber,84405,41.27659713377144,-111.90545518479361,8.495503578873171,Review
River Heights,UT,Utah,41.72417,-111.8175,Cache,84321,41.72417,-111.8175,0.0,OK
Riverton,UT,Utah,40.52056,-111.95528,Salt Lake,"84065, 84096",40.52056,-111.95528,0.0,OK
Rockville,UT,Utah,37.16139,-113.0375,Washington,84763,37.16139,-113.0375,0.0,OK
Rocky Ridge,UT,Utah,39.925,-111.82639,Juab,84645,41.57026152306278,-109.49646083151622,166.8361080941666,Bad
Roosevelt,UT,Utah,40.29861,-109.99417,Duchesne,84066,40.29861,-109.99417,0.0,OK
Roy,UT,Utah,41.17056,-112.04861,Weber,"84067, 84401",41.26816854725819,-111.99835462126143,7.226894375116072,Review
Rush Valley,UT,Utah,40.35917,-112.45472,Tooele,84069,40.35917,-112.45472,0.0,OK
St. George,UT,Utah,37.10417,-113.58417,Washington,"84770–84771, 84790–84791",37.13487498896095,-113.55123831355174,2.791168271772142,Review
Salem,UT,Utah,40.05056,-111.6725,Utah,84653,40.10347281685097,-111.66164431944075,3.695763215959664,Review
Salina,UT,Utah,38.94917,-111.86139,Sevier,84654,39.020975590943266,-111.807193807262,5.748795158215411,Review
Salt Lake,UT,Utah,40.76083,-111.89111,Salt Lake,"
ZIP Codes[6]
84101-84128, 84130-84134, 84136, 84138-84139, 84141, 84143-84145, 84147-84148, 84150-84152, 84157-84158, 84165, 84170-84171, 84180, 84184, 84189-84190, 84199
",40.84180351571489,-111.80467452061644,7.194538907350909,Review
Sandy,UT,Utah,40.5725,-111.85972,Salt Lake,"84070, 84090-84094",40.5725,-111.85972,0.0,OK
Santa Clara,UT,Utah,37.13694,-113.64917,Washington,84765,37.13694,-113.64917,0.0,OK
Santaquin,UT,Utah,39.97472,-111.78444,Utah,84655,42.19627189550549,-108.24885882400798,239.91525471642277,Bad
Saratoga Springs,UT,Utah,40.32889,-111.90306,Utah,84045 84043,45.21154860918847,-110.37161819327922,345.89799731110463,Bad
Scipio,UT,Utah,39.2475,-112.10472,Millard,84656,39.27784840614357,-112.02024165419571,4.990723283491912,Review
